registration,operator_slug,fleet_no,last_route,vehicle_type
LG71DKY,arriva-london,EA20,319,BYD D8UR-DD ADL Enviro400EV
LG71DLD,arriva-london,EA21,319,BYD D8UR-DD ADL Enviro400EV
LG71DLE,arriva-london,EA22,319,BYD D8UR-DD ADL Enviro400EV
LF25TFU,arriva-london,ED1,141,BYD BD11
LF25TFV,arriva-london,ED2,141,BYD BD11
LF25TFX,arriva-london,ED3,34,BYD BD11
LF25THK,arriva-london,ED4,34,BYD BD11
LF25THN,arriva-london,ED5,141,BYD BD11
LF25THU,arriva-london,ED6,141,BYD BD11
LF25THV,arriva-london,ED7,141,BYD BD11
LF25THX,arriva-london,ED8,141,BYD BD11
LF25THZ,arriva-london,ED9,34,BYD BD11
LF25TKN,arriva-london,ED10,141,BYD BD11
LF25TJO,arriva-london,ED11,141,BYD BD11
LF25TJU,arriva-london,ED12,34,BYD BD11
LF25TJV,arriva-london,ED13,141,BYD BD11
LF25TJX,arriva-london,ED14,34,BYD BD11
LF25TJY,arriva-london,ED15,141,BYD BD11
LF25TJZ,arriva-london,ED16,141,BYD BD11
LF25TKA,arriva-london,ED17,141,BYD BD11
LF25TKC,arriva-london,ED18,34,BYD BD11
LF25TKD,arriva-london,ED19,34,BYD BD11
LF25TKE,arriva-london,ED20,141,BYD BD11
LF25TKO,arriva-london,ED21,141,BYD BD11
LF25TGY,arriva-london,ED34,,BYD BD11
LF25TKT,arriva-london,ED35,141,BYD BD11
LF25TKJ,arriva-london,ED36,141,BYD BD11
LF25TKK,arriva-london,ED37,34,BYD BD11
LF25TKU,arriva-london,ED38,34,BYD BD11
LF25TKV,arriva-london,ED39,34,BYD BD11
LF25TKZ,arriva-london,ED42,141,BYD BD11
LF25TLJ,arriva-london,ED43,34,BYD BD11
LF25TLK,arriva-london,ED44,141,BYD BD11
LF25TLN,arriva-london,ED45,141,BYD BD11
LF25TLO,arriva-london,ED46,34,BYD BD11
LF25TLU,arriva-london,ED47,34,BYD BD11
LF25TLV,arriva-london,ED48,141,BYD BD11
LF25TLY,arriva-london,ED50,141,BYD BD11
LF25TLZ,arriva-london,ED51,34,BYD BD11
LF25TMU,arriva-london,ED53,34,BYD BD11
LF25TMV,arriva-london,ED54,141,BYD BD11
LF25TNJ,arriva-london,ED59,141,BYD BD11
LF25TNO,arriva-london,ED63,34,BYD BD11
LF25TFY,arriva-london,ED67,,BYD BD11
LF25TFZ,arriva-london,ED68,,BYD BD11
LF25TGE,arriva-london,ED69,,BYD BD11
LF25TGJ,arriva-london,ED70,,BYD BD11
LF25TGZ,arriva-london,ED71,,BYD BD11
LF25TGK,arriva-london,ED72,,BYD BD11
LF25TGN,arriva-london,ED73,,BYD BD11
LF25TGO,arriva-london,ED74,,BYD BD11
LF25TGU,arriva-london,ED75,,BYD BD11
LF25TGV,arriva-london,ED76,,BYD BD11
LF25TGX,arriva-london,ED77,,BYD BD11
LF25THG,arriva-london,ED78,,BYD BD11
LF75OVU,arriva-london,ED79,466,BYD BD11
LF75OVV,arriva-london,ED80,412,BYD BD11
LF75OVW,arriva-london,ED81,405,BYD BD11
LF75OVX,arriva-london,ED82,412,BYD BD11
LF75OVY,arriva-london,ED83,466,BYD BD11
LF75OVZ,arriva-london,ED84,405,BYD BD11
LF75OWA,arriva-london,ED85,60,BYD BD11
LF75OWB,arriva-london,ED86,412,BYD BD11
LF75OWC,arriva-london,ED87,466,BYD BD11
LF75OWD,arriva-london,ED88,466,BYD BD11
LF75OWE,arriva-london,ED89,60,BYD BD11
LF75OWG,arriva-london,ED90,60,BYD BD11
LF75OWH,arriva-london,ED91,60,BYD BD11
LF75OWJ,arriva-london,ED92,60,BYD BD11
LF75OWK,arriva-london,ED93,412,BYD BD11
LF75OWM,arriva-london,ED94,645,BYD BD11
LF75OWO,arriva-london,ED95,466,BYD BD11
LF75OWP,arriva-london,ED96,466,BYD BD11
LF75OWR,arriva-london,ED97,412,BYD BD11
LF75OWU,arriva-london,ED98,466,BYD BD11
LF75OWV,arriva-london,ED99,405,BYD BD11
LF75OVS,arriva-london,ED100,466,BYD BD11
LF75OVT,arriva-london,ED101,405,BYD BD11
LF75ORO,arriva-london,ED102,466,BYD BD11
LF75ORP,arriva-london,ED103,60,BYD BD11
LF75ORT,arriva-london,ED104,466,BYD BD11
LF75ORU,arriva-london,ED105,645,BYD BD11
LF75ORV,arriva-london,ED106,466,BYD BD11
LF75ORX,arriva-london,ED108,60,BYD BD11
LF75ORY,arriva-london,ED109,466,BYD BD11
LF75ORZ,arriva-london,ED110,412,BYD BD11
LF75OSA,arriva-london,ED111,60,BYD BD11
LF75OSB,arriva-london,ED112,466,BYD BD11
LF75OSC,arriva-london,ED113,405,BYD BD11
LF75OYA,arriva-london,ED115,60,BYD BD11
LF75OYC,arriva-london,ED117,466,BYD BD11
LF75OYD,arriva-london,ED118,405,BYD BD11
LF75OYE,arriva-london,ED119,405,BYD BD11
LF75OYH,arriva-london,ED121,60,BYD BD11
LF75ORN,arriva-london,ED122,466,BYD BD11
LF75OWW,arriva-london,ED123,412,BYD BD11
LF75OWZ,arriva-london,ED126,60,BYD BD11
LF75OXA,arriva-london,ED127,60,BYD BD11
LF75OXB,arriva-london,ED128,60,BYD BD11
LF75OXC,arriva-london,ED129,405,BYD BD11
LF75OXL,arriva-london,ED136,466,BYD BD11
LF75OXN,arriva-london,ED138,412,BYD BD11
LF75OXR,arriva-london,ED140,405,BYD BD11
LF75OXV,arriva-london,ED144,466,BYD BD11
LF75OXW,arriva-london,ED145,405,BYD BD11
LF75OTK,arriva-london,ED146,,BYD BD11
SK25BAA,arriva-london,EE1,,ADL Enviro400EV
SK25BAO,arriva-london,EE2,,ADL Enviro400EV
SK25BAU,arriva-london,EE3,,ADL Enviro400EV
SK25BAV,arriva-london,EE4,,ADL Enviro400EV
SK25BBE,arriva-london,EE5,,ADL Enviro400EV
SK25BBF,arriva-london,EE6,,ADL Enviro400EV
SK25BBJ,arriva-london,EE7,,ADL Enviro400EV
SK25BBN,arriva-london,EE8,,ADL Enviro400EV
SK25BBO,arriva-london,EE9,,ADL Enviro400EV
SK25BBU,arriva-london,EE10,,ADL Enviro400EV
SK25BBV,arriva-london,EE11,,ADL Enviro400EV
SK25BBX,arriva-london,EE12,,ADL Enviro400EV
YX25ODU,arriva-london,EE13,2,ADL Enviro400EV
YX25ODV,arriva-london,EE14,196,ADL Enviro400EV
YX25ODW,arriva-london,EE15,196,ADL Enviro400EV
YX25ODY,arriva-london,EE16,196,ADL Enviro400EV
YX25OEA,arriva-london,EE17,196,ADL Enviro400EV
YX25OEB,arriva-london,EE18,2,ADL Enviro400EV
YX25OEC,arriva-london,EE19,196,ADL Enviro400EV
YX25OED,arriva-london,EE20,196,ADL Enviro400EV
YX25OEE,arriva-london,EE21,196,ADL Enviro400EV
YX25OEF,arriva-london,EE22,196,ADL Enviro400EV
YX25OEG,arriva-london,EE23,196,ADL Enviro400EV
YX25OEH,arriva-london,EE24,196,ADL Enviro400EV
YX25OEJ,arriva-london,EE25,196,ADL Enviro400EV
YX25OEK,arriva-london,EE26,196,ADL Enviro400EV
YX25OEL,arriva-london,EE27,196,ADL Enviro400EV
YX25OEM,arriva-london,EE28,196,ADL Enviro400EV
YX25OEN,arriva-london,EE29,196,ADL Enviro400EV
YX25OEO,arriva-london,EE30,196,ADL Enviro400EV
EKL1,arriva-london,,255,Wright GB Kite Electroliner
EKL2,arriva-london,,255,Wright GB Kite Electroliner
EKL3,arriva-london,,255,Wright GB Kite Electroliner
EKL4,arriva-london,,255,Wright GB Kite Electroliner
EKL5,arriva-london,,255,Wright GB Kite Electroliner
EKL6,arriva-london,,255,Wright GB Kite Electroliner
EKL7,arriva-london,,255,Wright GB Kite Electroliner
EKL8,arriva-london,,255,Wright GB Kite Electroliner
EKL9,arriva-london,,255,Wright GB Kite Electroliner
EKL10,arriva-london,,255,Wright GB Kite Electroliner
EKL11,arriva-london,,255,Wright GB Kite Electroliner
EMN1,arriva-london,,377,Switch MetroCity EV
EMN2,arriva-london,,377,Switch MetroCity EV
EMN3,arriva-london,,377,Switch MetroCity EV
EMN4,arriva-london,,377,Switch MetroCity EV
LK16BXY,arriva-london,EN36,W4,ADL Enviro200 MMC
LK16BYA,arriva-london,EN38,W4,ADL Enviro200 MMC
ENL61,arriva-london,,312,ADL Enviro200
ENL65,arriva-london,,312,ADL Enviro200
ENL67,arriva-london,,166,ADL Enviro200
ENL68,arriva-london,,166,ADL Enviro200
ENL69,arriva-london,,312,ADL Enviro200
ENL101,arriva-london,,312,ADL Enviro200
ENL104,arriva-london,,312,ADL Enviro200
ENL106,arriva-london,,166,ADL Enviro200
ENL108,arriva-london,,312,ADL Enviro200
ENL112,arriva-london,,375,ADL Enviro200
ENN39,arriva-london,,W4,ADL Enviro200 MMC
ENN40,arriva-london,,W4,ADL Enviro200 MMC
ENN41,arriva-london,,W4,ADL Enviro200 MMC
ENN42,arriva-london,,W4,ADL Enviro200 MMC
ENN43,arriva-london,,W4,ADL Enviro200 MMC
ENN44,arriva-london,,W4,ADL Enviro200 MMC
ENN45,arriva-london,,W4,ADL Enviro200 MMC
ENN46,arriva-london,,W4,ADL Enviro200 MMC
ENN47,arriva-london,,W4,ADL Enviro200 MMC
ENN48,arriva-london,,W4,ADL Enviro200 MMC
ENN49,arriva-london,,W4,ADL Enviro200 MMC
ENN50,arriva-london,,W4,ADL Enviro200 MMC
ENN51,arriva-london,,W4,ADL Enviro200 MMC
ENN52,arriva-london,,W4,ADL Enviro200 MMC
ENN53,arriva-london,,W4,ADL Enviro200 MMC
ENN54,arriva-london,,W4,ADL Enviro200 MMC
ENN55,arriva-london,,192,ADL Enviro200 MMC
ENN56,arriva-london,,192,ADL Enviro200 MMC
ENN57,arriva-london,,192,ADL Enviro200 MMC
ENN58,arriva-london,,192,ADL Enviro200 MMC
ENN59,arriva-london,,192,ADL Enviro200 MMC
ENN60,arriva-london,,192,ADL Enviro200 MMC
ENN61,arriva-london,,192,ADL Enviro200 MMC
ENN62,arriva-london,,192,ADL Enviro200 MMC
ENN63,arriva-london,,192,ADL Enviro200 MMC
ENN64,arriva-london,,192,ADL Enviro200 MMC
ENN65,arriva-london,,192,ADL Enviro200 MMC
ENN66,arriva-london,,192,ADL Enviro200 MMC
ENN67,arriva-london,,192,ADL Enviro200 MMC
ENN68,arriva-london,,192,ADL Enviro200 MMC
ENN69,arriva-london,,192,ADL Enviro200 MMC
ENN70,arriva-london,,192,ADL Enviro200 MMC
ENN71,arriva-london,,279,ADL Enviro200 MMC
ENS28,arriva-london,,410,ADL Enviro200
ENS29,arriva-london,,W6,ADL Enviro200 MMC
ENS30,arriva-london,,W6,ADL Enviro200 MMC
ENS31,arriva-london,,W6,ADL Enviro200 MMC
ENS32,arriva-london,,W6,ADL Enviro200 MMC
ENS33,arriva-london,,W6,ADL Enviro200 MMC
ENS34,arriva-london,,W6,ADL Enviro200 MMC
ENS35,arriva-london,,W6,ADL Enviro200 MMC
ENS36,arriva-london,,W6,ADL Enviro200 MMC
ENS37,arriva-london,,W6,ADL Enviro200 MMC
ENS38,arriva-london,,W6,ADL Enviro200 MMC
ENS39,arriva-london,,W6,ADL Enviro200 MMC
ENX1,arriva-london,,312,ADL Enviro200
ENX5,arriva-london,,166,ADL Enviro200
ENX17,arriva-london,,312,ADL Enviro200
ENX31,arriva-london,,312,ADL Enviro200 MMC
ENX32,arriva-london,,312,ADL Enviro200 MMC
LV23EBP,arriva-london,ES1,307,Wright StreetDeck Electroliner
LV23EBU,arriva-london,ES2,279,Wright StreetDeck Electroliner
LV23EBX,arriva-london,ES3,279,Wright StreetDeck Electroliner
LV23EBZ,arriva-london,ES4,307,Wright StreetDeck Electroliner
LV23ECA,arriva-london,ES5,279,Wright StreetDeck Electroliner
LV23ECC,arriva-london,ES6,279,Wright StreetDeck Electroliner
LV23ECD,arriva-london,ES7,279,Wright StreetDeck Electroliner
LV23ECF,arriva-london,ES8,279,Wright StreetDeck Electroliner
LV23ECJ,arriva-london,ES9,279,Wright StreetDeck Electroliner
LV23ECN,arriva-london,ES10,279,Wright StreetDeck Electroliner
LV23ECT,arriva-london,ES11,279,Wright StreetDeck Electroliner
LV23ECW,arriva-london,ES12,307,Wright StreetDeck Electroliner
LV23ECX,arriva-london,ES13,307,Wright StreetDeck Electroliner
LV23ECY,arriva-london,ES14,307,Wright StreetDeck Electroliner
LV23ECZ,arriva-london,ES15,307,Wright StreetDeck Electroliner
LV23EDC,arriva-london,ES16,279,Wright StreetDeck Electroliner
LV23EYF,arriva-london,ES17,250,Wright StreetDeck Electroliner
LV23EYG,arriva-london,ES18,64,Wright StreetDeck Electroliner
LV23EYH,arriva-london,ES19,250,Wright StreetDeck Electroliner
LV23EYJ,arriva-london,ES20,64,Wright StreetDeck Electroliner
LV23EYK,arriva-london,ES21,250,Wright StreetDeck Electroliner
LV23EYL,arriva-london,ES22,64,Wright StreetDeck Electroliner
LV23EYM,arriva-london,ES23,64,Wright StreetDeck Electroliner
LV23EYO,arriva-london,ES24,612,Wright StreetDeck Electroliner
LV23EYP,arriva-london,ES25,250,Wright StreetDeck Electroliner
LV23EYR,arriva-london,ES26,64,Wright StreetDeck Electroliner
LV23EYT,arriva-london,ES27,64,Wright StreetDeck Electroliner
LV23EYU,arriva-london,ES28,417,Wright StreetDeck Electroliner
LV23EYW,arriva-london,ES29,50,Wright StreetDeck Electroliner
LV23EYX,arriva-london,ES30,417,Wright StreetDeck Electroliner
LV23EYY,arriva-london,ES31,417,Wright StreetDeck Electroliner
LV23EYZ,arriva-london,ES32,417,Wright StreetDeck Electroliner
LV23EZA,arriva-london,ES33,50,Wright StreetDeck Electroliner
LV23EZC,arriva-london,ES34,417,Wright StreetDeck Electroliner
LV23EZD,arriva-london,ES35,689,Wright StreetDeck Electroliner
LV23EZE,arriva-london,ES36,64,Wright StreetDeck Electroliner
LV23EZF,arriva-london,ES37,663,Wright StreetDeck Electroliner
LV23ZCA,arriva-london,ES38,50,Wright StreetDeck Electroliner
LV23ZCE,arriva-london,ES39,50,Wright StreetDeck Electroliner
LV23ZCF,arriva-london,ES40,50,Wright StreetDeck Electroliner
LV23ZCJ,arriva-london,ES41,417,Wright StreetDeck Electroliner
LV23ZCK,arriva-london,ES42,50,Wright StreetDeck Electroliner
LV23ZCL,arriva-london,ES43,417,Wright StreetDeck Electroliner
LV23ZCN,arriva-london,ES44,417,Wright StreetDeck Electroliner
LV23ZCO,arriva-london,ES45,50,Wright StreetDeck Electroliner
LV23ZCT,arriva-london,ES46,417,Wright StreetDeck Electroliner
LV23ZCU,arriva-london,ES47,50,Wright StreetDeck Electroliner
LV23ZCX,arriva-london,ES48,417,Wright StreetDeck Electroliner
LV23ZCY,arriva-london,ES49,417,Wright StreetDeck Electroliner
